Type_intervention,Description,Plage_horaire,Latitude,Longitude
BAC,Interpellation de délinquant,19h00-22h00,49.07748305462773,6.05327614189194
CRS,Contrôle de foule,12h00-18h00,49.35149818597112,6.860426339172225
CRS,Contrôle de foule,03:00-06:00,49.14377522520846,6.6373323513143925
CRS,Affrontements urbains,12h00-18h00,49.29489809365417,6.366333697652965
Civil,Signalement d'incivilité,21:00-00:00,49.30366436726784,6.608380016690175
HeroX,Sauvetage d'otages,07h00-11h00,49.02894947766824,6.3744881447114965
Police,Agression à l'arme blanche,09h00-12h00,49.04434673792727,6.4133296559857325
CRS,Événement sportif à risque,12h00-18h00,49.03647050020161,6.501028772670909
Police,Viol,00:00-03:00,48.9851892007386,6.0200348370919805
Pompiers,Arbre sur la voie publique,21:00-04:30,49.1977487449569,6.152517709461344
Police,Agression à l'arme blanche,21:00-04:30,49.13654372527317,6.494894847453029
HeroY,Trafic d'influence,03:00-06:00,49.25028523537883,6.020476547409509
Police,Viol,19h00-22h00,49.00862008615452,6.659887661508328
Pompiers,Animal dangereux,09h00-12h00,49.32456818435891,6.222142567305444
Gendarmerie,Intrusion avec effraction,12h00-18h00,49.28364974976178,6.276463461131956
SAMU,Crise d'épilepsie,19h00-22h00,48.950414498954586,6.467951854972972
Police,Proxénétisme,21:00-00:00,49.10240176021427,6.693601419114973
CRS,Émeute,12h00-18h00,49.075520317357714,6.316054299123066
Gendarmerie,Vol de tracteur,09h00-12h00,49.3176674551033,6.639734028351067
SAMU,Polytraumatisme,00:00-03:00,48.95969812129649,6.500781273722838
SAMU,Polytraumatisme,12h00-18h00,49.00044865000954,6.412577467178109
Police,Trafics illicites,19h00-22h00,49.00606423597697,6.209417652546579
CRS,Affrontements urbains,21:00-04:30,48.93753565316467,6.284129066871377
Gendarmerie,Violences conjugales,21:00-00:00,49.38569247238978,6.882394550851682
Police,Conduite en état d'ivresse,19h00-22h00,49.057828587207226,6.018392592694658
BAC,Trafics de quartier,03:00-06:00,49.397336009350106,6.720065587476388
Pompiers,Incendie industriel,07h00-11h00,49.003578062392485,6.25827006921476
SAMU,Allergie grave,07h00-11h00,48.98383419559311,6.582881675855506
HeroX,Extraction en zone hostile,03:00-06:00,48.999819191755925,6.451893479625181
SAMU,Accouchement inopiné,00:00-03:00,49.12873444734157,6.289173663841715
HeroX,Crime organisé,09h00-12h00,49.18290278777511,6.732589637419055
SAMU,Polytraumatisme,07h00-11h00,49.16901061711435,6.798187312914076
Gendarmerie,Contrôle routier,21:00-04:30,49.060196626361765,6.24686272496546
Gendarmerie,Délinquance juvénile,09h00-12h00,49.14828418337206,6.647533877936211
Police,Violences conjugales,12h00-18h00,49.012209648280944,6.224878488872459
SAMU,Accident corporel,07h00-11h00,49.15707484840878,6.60274384947709
HeroZ,Gestion de crise biologique,03:00-06:00,49.27715314219643,6.624591781343276
BAC,Délinquance urbaine,07h00-11h00,49.02127350293847,6.621336208894286
SAMU,Chute de grande hauteur,03:00-06:00,48.92312210082378,6.368470691915424
Gendarmerie,Chasse illégale,07h00-11h00,49.09537361158616,6.62995750112756
Douanes,Trafic d'espèces protégées,19h00-22h00,49.27682546119152,6.6948413269965545
Douanes,Trafic d'espèces protégées,07h00-11h00,49.14209339274472,6.885945964603621
HeroZ,Drones hostiles,21:00-00:00,49.34320511356635,6.03657466958268
SAMU,Overdose,03:00-06:00,48.95111649152691,6.730012726049949
Gendarmerie,Atteinte à l'environnement,03:00-06:00,48.95333715436827,6.584588034008355
Douanes,Trafic d'espèces protégées,12h00-18h00,49.141973443508455,6.677277127964631
Pompiers,Évacuation,07h00-11h00,49.264145022159575,6.294305718646188
Pompiers,Dégagement d'urgence,21:00-00:00,49.02908182599457,6.61221084274279
SAMU,Intoxication alimentaire,07h00-11h00,49.37402461747105,6.766681846580036
Pompiers,Incendie domestique,09h00-12h00,49.0754086548929,6.256950534704597
SAMU,Allergie grave,21:00-00:00,49.042157724464325,6.129376057775769
CRS,Protection de bâtiment officiel,07h00-11h00,49.39232500499104,6.086652049179158
HeroZ,Piratage de systèmes vitaux,21:00-00:00,49.21795914092899,6.857589655436407
Civil,Dispute conjugale,07h00-11h00,49.13169331357143,6.270090258022097
Pompiers,Fuite de gaz,12h00-18h00,48.91414882285672,6.816417050291011
HeroY,Fraude financière complexe,03:00-06:00,49.23052240835696,6.068855148542877
HeroY,Surveillance de cible sensible,03:00-06:00,49.29107851601282,6.095935678889532
Gendarmerie,Intrusion avec effraction,21:00-00:00,49.30154893223679,6.130096226212992
Pompiers,Orage violent,12h00-18h00,49.14507167189701,6.310471096010639
Civil,Problème de copropriété,07h00-11h00,48.942803294333245,6.721016032454262
Pompiers,Désincarcération,21:00-00:00,49.21978266354457,6.1403534659893495
Police,Vol avec violence,19h00-22h00,49.21228255275385,6.275240500549463
Pompiers,Animal dangereux,21:00-00:00,49.02171792730716,6.79082094565351
HeroY,Infiltration dans une organisation violente,00:00-03:00,49.04717107410911,6.101171774201432
Pompiers,Accident de la route,12h00-18h00,49.26175015576462,6.25357171716322
Police,Vandalisme,00:00-03:00,48.99503911888236,6.210889768124453
HeroY,Infiltration dans une organisation violente,21:00-00:00,49.21428708547291,6.124407844414433
SAMU,Traumatisme grave,03:00-06:00,48.93043383038562,6.586338012771593
Civil,Conflit professionnel,07h00-11h00,49.23302765390045,6.775227078792191
SAMU,Noyade,12h00-18h00,49.33352282956773,6.724665282148106
Gendarmerie,Recherche en milieu rural,00:00-03:00,49.19915485974855,6.268697021544905
Police,Harcèlement,00:00-03:00,49.20893719592511,6.819004162837878
SAMU,Brûlure grave,00:00-03:00,49.114348730413184,6.000802136809288
HeroZ,Sabotage industriel,21:00-04:30,49.15048328904122,6.239861275865456
HeroX,Sauvetage d'otages,21:00-00:00,48.91119092792322,6.415116069010288
HeroX,Neutralisation de tueur en série,07h00-11h00,48.97950184442233,6.425202248285066
Police,Corruption,00:00-03:00,49.126717239701854,6.279727468282598
Police,Trafics illicites,09h00-12h00,49.170153288768574,6.092136429560365
Pompiers,Sauvetage en hauteur,07h00-11h00,49.05134096237998,6.343350731960542
Police,Agression à l'arme blanche,07h00-11h00,49.04298381137331,6.712219765399436
HeroX,Extraction en zone hostile,03:00-06:00,48.93056664892536,6.691161359052908
Civil,Dispute conjugale,09h00-12h00,49.01341302760957,6.623737437641316
Pompiers,Effondrement de bâtiment,03:00-06:00,48.99401452847851,6.787838758062261
Gendarmerie,Agression à l'arme blanche,00:00-03:00,49.23870403473575,6.327038022949618
CRS,Rassemblement illégal,21:00-04:30,48.99590298113074,6.889322573391319
SAMU,Chute de grande hauteur,21:00-00:00,49.05528185190702,6.643099498127404
Pompiers,Arbre sur la voie publique,19h00-22h00,49.2041878496476,6.425458605154568
BAC,Règlement de compte entre individus,00:00-03:00,49.16485835645008,6.465443741976595
Douanes,Contrôle douanier,07h00-11h00,49.00664167904662,6.713694918319999
Pompiers,Fuite de gaz,03:00-06:00,49.3312950929618,6.122968724000564
Pompiers,Évacuation,09h00-12h00,49.10888185447509,6.647425911481014
Police,Séquestration,07h00-11h00,48.98785523742662,6.466391512957557
Police,Règlement de compte entre individus,03:00-06:00,49.14420799304719,6.304265097482333
CRS,Événement sportif à risque,19h00-22h00,48.94820360666278,6.515623921310893
Douanes,Blanchiment d'argent,21:00-04:30,49.07862261682801,6.890244601204839
HeroZ,Attaque chimique,21:00-04:30,49.27431595870339,6.609649756257329
Police,Tentative de meurtre,21:00-00:00,49.39975442465854,6.830028914520431
CRS,Dispersion de rassemblement,07h00-11h00,49.177652435090245,6.108139566515718
HeroY,Renseignement stratégique,21:00-04:30,49.17111706703831,6.5589112104535205
BAC,Patrouille sensible,00:00-03:00,48.99508602517624,6.78222741160369
Pompiers,Orage violent,09h00-12h00,49.22273669834953,6.366459763417214
Gendarmerie,Découverte de corps,03:00-06:00,49.07387853364315,6.288738523135075
CRS,Dispersion de rassemblement,21:00-04:30,49.367764692220085,6.403558779546061
Police,Agression à l'arme blanche,19h00-22h00,49.20800176177284,6.493129879925945
CRS,Affrontements urbains,09h00-12h00,49.30416203034494,6.268221308769959
CRS,Dispersion de rassemblement,09h00-12h00,49.123791831744775,6.414724034942374
CRS,Manifestation violente,21:00-04:30,49.27761319763279,6.222882831812978
Police,Blanchiment d'argent,00:00-03:00,49.224436308699,6.536535465592405
Gendarmerie,Trafics en zone rurale,09h00-12h00,49.279360339205546,6.041377927051808
Pompiers,Orage violent,21:00-04:30,49.32708062420534,6.229492226180026
Gendarmerie,Accident agricole,19h00-22h00,49.342641593164736,6.088863659981939
SAMU,Brûlure grave,19h00-22h00,49.07812665361643,6.854491064160935
SAMU,Brûlure grave,00:00-03:00,49.26551185987494,6.16275112561708
Police,Homicide,12h00-18h00,49.33746306597613,6.409586887504206
BAC,Patrouille sensible,07h00-11h00,49.25668368312376,6.168257338647137
Civil,Médiation familiale,21:00-04:30,49.10201013426037,6.264865023545349
Police,Harcèlement,03:00-06:00,49.13055012869201,6.176512763739455
Gendarmerie,Homicide,07h00-11h00,48.98831997009582,6.129792346283829
CRS,Manifestation violente,19h00-22h00,49.057273777020086,6.338284996653986
Civil,Signalement d'incivilité,00:00-03:00,49.28111386507139,6.371079184555798
CRS,Sécurisation de visite officielle,07h00-11h00,49.097997274880704,6.439060317264423
Civil,Conflit de voisinage,21:00-00:00,49.371775330706974,6.516975074406233
SAMU,Noyade,03:00-06:00,49.30558397223759,6.86023501698682
Pompiers,Dégagement d'urgence,21:00-00:00,49.15393199159775,6.892524266041964
BAC,Proxénétisme,21:00-00:00,49.18487739182434,6.397023962734577
HeroX,Enlèvement international,00:00-03:00,49.30660631924409,6.668597700124632
Civil,Dispute conjugale,21:00-04:30,49.11698975710102,6.63151655641856
SAMU,Malaise cardiaque,09h00-12h00,49.06167723024356,6.74529958269981
BAC,Proxénétisme,19h00-22h00,48.9776071560765,6.54183918614202
Pompiers,Effondrement de bâtiment,00:00-03:00,49.181480288594216,6.486147682663447
Police,Braquage,09h00-12h00,49.37012096289895,6.142589389888782
Pompiers,Malaise,21:00-04:30,49.35478595330893,6.238288173000926
Douanes,Trafic d'espèces protégées,19h00-22h00,49.25755943819435,6.695864985894727
Douanes,Contrôle de devises,21:00-00:00,49.1131018346584,6.729672467844563
Civil,Difficultés sociales,19h00-22h00,48.92290912295526,6.420377135423681
Pompiers,Désincarcération,19h00-22h00,49.341702553718605,6.807302588333501
Pompiers,Orage violent,09h00-12h00,49.07461343448054,6.3109090819428975
SAMU,Traumatisme grave,09h00-12h00,49.24643060280896,6.533991249010173
Pompiers,Ascenseur bloqué,12h00-18h00,49.109878906102566,6.683028418639835
Civil,Tapage nocturne,12h00-18h00,49.37955603742784,6.721903642042771
Pompiers,Animal dangereux,07h00-11h00,49.20801378371463,6.758248935874192
Police,Viol,09h00-12h00,49.27398142512063,6.600238048650009
HeroP,Prévention de cambriolage,21:00-04:30,49.301986726549,6.637731784518362
Police,Trouble à l'ordre public,12h00-18h00,48.95250866345243,6.665440767618387
Police,Recel,21:00-00:00,49.13792889170324,6.479347042635728
HeroP,Gestion de crise biologique,00:00-03:00,49.03749811995998,6.742438318680997
Police,Délit de fuite,03:00-06:00,48.92010897163375,6.136656087347552
SAMU,Arrêt cardiaque,19h00-22h00,48.939639475806985,6.47848381821425
Gendarmerie,Homicide,21:00-00:00,49.2227873264362,6.572471189828032
Police,Conduite en état d'ivresse,03:00-06:00,48.97553709775627,6.868737664548976
Police,Atteinte aux biens,21:00-00:00,49.27490476349675,6.475843864772007
Gendarmerie,Accident agricole,09h00-12h00,49.20385447422731,6.397369126233863
SAMU,Accident corporel,12h00-18h00,49.113625384300654,6.029270786819905
Douanes,Contrôle douanier,12h00-18h00,49.17218816278176,6.826780556917456
HeroX,Désamorçage d'engin explosif,00:00-03:00,49.18300805112159,6.254929608597778
Pompiers,Désincarcération,21:00-00:00,49.25429098147401,6.097667372048521
Pompiers,Fuites chimiques,00:00-03:00,49.29907485976255,6.658544890283575
Gendarmerie,Violences conjugales,19h00-22h00,49.16875478641001,6.793159083825552
Police,Cambriolage,00:00-03:00,49.07898095257593,6.412780829788026
HeroY,Infiltration dans une organisation violente,00:00-03:00,49.38010900937094,6.048098397275537
SAMU,Intoxication alimentaire,19h00-22h00,49.098866851927454,6.032424694616421
Police,Corruption,09h00-12h00,49.1132172542102,6.172118189812318
SAMU,Arrêt cardiaque,00:00-03:00,49.014505803446426,6.154443135796111
CRS,Événement sportif à risque,21:00-00:00,49.35326777618798,6.647724233309074
Police,Tentative de meurtre,21:00-04:30,49.315713966347815,6.510594960945424
Police,Trafics illicites,03:00-06:00,49.049816784512494,6.432172122875721
HeroZ,Sabotage industriel,21:00-04:30,49.18987759974495,6.877636416860742
Police,Braquage,03:00-06:00,49.06964553706319,6.851417478636791
Pompiers,Ascenseur bloqué,12h00-18h00,49.223800060376426,6.830092385856841
Gendarmerie,Accident agricole,00:00-03:00,48.99040561469856,6.346133992112795
SAMU,Brûlure grave,21:00-04:30,48.92828469032386,6.31676979527652
Police,Corruption,21:00-04:30,49.33560401510467,6.6487359921469
HeroP,Sabotage industriel,00:00-03:00,49.21572369093586,6.810414213660315
Pompiers,Animal dangereux,19h00-22h00,49.10657935393505,6.534359635226338
Civil,Problème de voirie,21:00-00:00,49.09813047749544,6.520523485775692
Police,Trafics illicites,19h00-22h00,49.01781867515894,6.8746145227942295
Police,Règlement de compte entre individus,07h00-11h00,49.315399329918094,6.668338908826527
Douanes,Revente de stupéfiants,07h00-11h00,49.00548363848522,6.671376513309889
Gendarmerie,Délinquance juvénile,21:00-04:30,49.33927650493878,6.395509530108872
SAMU,Crise d'épilepsie,09h00-12h00,49.24106505510152,6.4309209385686845
SAMU,Crise psychiatrique,19h00-22h00,48.98466067291188,6.457839907566356
HeroX,Extraction en zone hostile,07h00-11h00,49.12333777748717,6.807651215173188
HeroX,Désamorçage d'engin explosif,21:00-04:30,49.30768599513231,6.132842463446623
Pompiers,Secours à personne,03:00-06:00,49.09504583791168,6.266348451703282
HeroZ,Drones hostiles,03:00-06:00,49.14375852446727,6.636474386677467
SAMU,Polytraumatisme,07h00-11h00,48.95499579800572,6.298386990539943
SAMU,Arrêt cardiaque,12h00-18h00,48.99199704454934,6.815812872200517
Civil,Plainte contre administration,09h00-12h00,49.24547613556169,6.690360148055221
Gendarmerie,Trafics en zone rurale,03:00-06:00,49.36500748930203,6.545923912569676
HeroX,Assaut terroriste,07h00-11h00,49.07558913194752,6.385299648662565
SAMU,Arrêt cardiaque,00:00-03:00,49.25533682314317,6.540104469415248
Police,Recherche de personne disparue,21:00-00:00,49.21260111084661,6.515948480482346
Gendarmerie,Enquête judiciaire,03:00-06:00,49.07045677479064,6.651924328933239
Pompiers,Animal dangereux,00:00-03:00,49.3087177058987,6.822669874071176
Pompiers,Plan ORSEC,07h00-11h00,49.20703566686829,6.057775499364134
Gendarmerie,Cambriolage,09h00-12h00,49.23680730464033,6.276542212060602
Pompiers,Inondation,07h00-11h00,49.10894469776596,6.156020097994839
HeroX,Piratage de système sensible,09h00-12h00,48.97091490500886,6.081594292457496
Douanes,Contrôle de marchandises dangereuses,19h00-22h00,49.08276493367852,6.732248163660825
Police,Règlement de compte entre individus,21:00-00:00,49.05313822655423,6.614529258012853
Civil,Conflit de voisinage,00:00-03:00,49.022450258379926,6.576190908919273
HeroZ,Interception de convoyeurs dangereux,03:00-06:00,49.16030371877203,6.85836476441135
BAC,Interception de suspects armés,03:00-06:00,49.29442063913038,6.213543835084187
Gendarmerie,Braconnage,21:00-04:30,49.19739808683013,6.220791868061612
HeroX,Crime organisé,09h00-12h00,49.058336720286,6.466405183794801
SAMU,Coup de chaleur,12h00-18h00,49.25088546424945,6.412933464935596
CRS,Dispersion de rassemblement,03:00-06:00,48.91955262583875,6.552332562481487
Gendarmerie,Intrusion avec effraction,07h00-11h00,49.09732531736166,6.693264636307759
Police,Homicide,07h00-11h00,49.199294579771376,6.86697333560097
SAMU,Accouchement inopiné,03:00-06:00,49.227199233924495,6.050129902778367
Police,Évasion de prisonnier,21:00-04:30,48.96615557515383,6.242885648270326
Police,Trouble à l'ordre public,03:00-06:00,48.91447698877613,6.846358452647311
SAMU,Allergie grave,12h00-18h00,49.34058310864752,6.406202591342865
Civil,Demande d'assistance,21:00-04:30,49.284271060645146,6.296511992865389
Gendarmerie,Agression à l'arme blanche,21:00-04:30,49.07842115462704,6.773167213382234
Police,Vandalisme,12h00-18h00,49.39053193796381,6.330440642738243
Police,Braquage,03:00-06:00,49.32744742011552,6.196189134537072
SAMU,Accident corporel,19h00-22h00,49.08024271493557,6.899957400561655
Pompiers,Incendie industriel,21:00-04:30,49.25989387931425,6.115138537122963
HeroZ,Neutralisation de cellule dormante,21:00-04:30,49.058338777511,6.329508359991568
Gendarmerie,Braconnage,12h00-18h00,49.245638413259854,6.267635498021615
Pompiers,Plan ORSEC,09h00-12h00,49.17296431678266,6.881938786404911
Police,Règlement de compte entre individus,00:00-03:00,48.98444682450276,6.504474550338792
SAMU,AVC,21:00-04:30,49.141826123017815,6.7887522401947935
Police,Blanchiment d'argent,03:00-06:00,48.932663823452295,6.527465096552247
SAMU,Malaise cardiaque,12h00-18h00,49.305789258192185,6.761127425321496
HeroZ,Drones hostiles,00:00-03:00,49.18781957179606,6.7410157837693525
